LNR,RESPONSE
11521,0.046793165
11843,0.517723107
11562,0.068626965
11883,0.390381662
11892,0.508997202
11586,0.196587167
11598,0.550796608
11908,0.096065652
11935,0.178418291
12588,0.552430334
12597,0.155938714
12265,0.737326196
12269,0.518100836
12602,0.214899079
12615,0.518100836
12616,0.5136196
12286,0.187207895
12288,0.172656123
12628,0.517723107
12632,0.091407749
21158,0.689671472
21479,0.297858358
21487,0.335750827
21185,0.751632942
21507,0.51710942
21525,0.756552125
21527,0.518100836
21222,0.227848605
21240,0.518100836
21253,0.744165403
20941,0.212744236
21262,0.437021081
21274,0.498979005
21297,0.624235362
20986,0.067719793
20990,0.110232699
21299,0.370648808
21002,0.435658645
21014,0.751741403
21326,0.147569509
21022,0.389886536
21340,0.067971213
21348,0.754273698
21045,0.059856887
21369,0.531858501
21066,0.719011159
21071,0.190639007
21712,0.47934761
22024,0.32729441
22033,0.675202677
61258,0.128461461
62215,0.067897856
62855,0.113538914
62860,0.346451019
62862,0.334559463
63174,0.560126746
63180,0.08737878
63495,0.30031193
63503,0.517723107
63831,0.73709451
64143,0.542556981
64464,0.645720133
64472,0.518100836
65100,0.297292567
65422,0.322455343
65740,0.531177728
65748,0.079217329
66056,0.681976516
66070,0.486452065
66072,0.103036992
61283,0.539831073
61289,0.301149196
61608,0.118630157
61609,0.088715865
61917,0.199897553
62245,0.288405023
62554,0.084780646
62891,0.415684455
63196,0.068436647
63533,0.552430334
63835,0.518100836
63841,0.517723107
64156,0.101622737
64157,0.113070333
64161,0.592192865
64492,0.481331415
64807,0.571943336
65118,0.641011911
65126,0.518100836
65442,0.271980626
75255,0.06943171
75572,0.106652385
76198,0.51710942
76214,0.518100836
71418,0.06746668
71750,0.393955729
72387,0.697955749
72389,0.754400659
73019,0.248972005
73026,0.067547604
73660,0.555728062
73995,0.517723107
73996,0.600688059
74306,0.575934666
74636,0.720109008
74954,0.636800191
75588,0.107425664
76232,0.114966085
71446,0.088280933
71447,0.181016693
69625,0.071309745
69630,0.117165323
69946,0.095013995
76000,0.386712903
76005,0.183371624
76006,0.18405108
71539,0.07005117
72176,0.080934443
72181,0.755159923
72182,0.701818497
72185,0.372988196
73470,0.072186356
73784,0.552008906
74104,0.508182368
74423,0.19093471
74747,0.518100836
75700,0.421038359
75702,0.743977213
75711,0.112630078
76023,0.082026353
71565,0.386805585
71887,0.730196159
72197,0.433756752
72199,0.227768107
72206,0.073233971
72515,0.062919425
72526,0.116122892
72838,0.117586762
73807,0.39313337
74451,0.753907476
74455,0.070376491
75090,0.320416566
75096,0.68805309
75416,0.08291436
75723,0.757008943
75731,0.252859696
76056,0.394887656
71594,0.635039494
71897,0.314986156
72536,0.550055949
72542,0.334559463
73497,0.294611133
73516,0.552430334
73829,0.330797648
75422,0.586832151
71019,0.542992052
66888,0.726519461
67526,0.40718586
67531,0.204592663
67844,0.19751187
67845,0.497135711
68173,0.154418932
69117,0.087353212
69760,0.676920163
70411,0.182409366
71045,0.389318551
66261,0.757008943
66267,0.127889102
66897,0.09034162
67228,0.29283653
67856,0.370850068
68177,0.176429144
68185,0.572202794
68498,0.548074422
68500,0.711226618
68502,0.253350841
68510,0.497526786
69136,0.194271077
70094,0.361663512
66602,0.078114542
66612,0.401744021
66918,0.752649079
67237,0.474826645
67244,0.070082813
67245,0.066588658
67559,0.728847755
67565,0.069891311
67568,0.404060671
67874,0.757008943
77679,0.091951136
78317,0.083167303
78646,0.704981466
78651,0.115604476
78978,0.131099257
79609,0.334559463
80574,0.075034073
80881,0.109156087
81201,0.706533606
81208,0.333887332
76423,0.473448586
24301,0.214668193
24304,0.225466817
24348,0.727012644
24371,0.213931672
24674,0.126917951
33256,0.083517747
32944,0.072366872
32974,0.629316669
33280,0.356243484
32985,0.063933646
32993,0.286805042
32994,0.551993233
33308,0.538871297
33008,0.170618019
33020,0.757008943
33038,0.27982645
33343,0.18900696
34004,0.333475423
34011,0.552430334
33693,0.151471199
34022,0.518100836
34024,0.655764312
33710,0.070356545
34044,0.110423581
34054,0.272699882
34058,0.757008943
33731,0.673079329
33738,0.461355709
34066,0.552430334
34070,0.53700257
33740,0.613862064
34159,0.518100836
34160,0.738969939
34161,0.121542434
34162,0.275760228
34167,0.505978221
33762,0.166047756
33763,0.686071222
33781,0.518100836
33787,0.077610093
33796,0.552430334
34112,0.577543178
33800,0.214749498
33809,0.530109772
34131,0.129704161
33837,0.45150585
33876,0.164623291
33559,0.140720559
33572,0.518100836
33890,0.15268836
33894,0.664327509
33612,0.700248134
33613,0.189085064
33960,0.12445173
33964,0.442396567
33659,0.480172632
33665,0.201430898
54027,0.665955396
54346,0.730196159
55002,0.453869057
55326,0.518100836
55632,0.30690232
55641,0.757008943
55642,0.51173799
55969,0.325905934
51142,0.069667858
51473,0.066041067
52126,0.518100836
52437,0.585425403
52760,0.098708476
52771,0.34790617
52777,0.583850012
53082,0.186187057
53414,0.19064481
53742,0.187109966
54365,0.577485658
54373,0.70491554
54377,0.518100836
54690,0.517723107
55029,0.743484029
55344,0.613075055
50833,0.518100836
50848,0.150811758
51160,0.390860915
51169,0.205895661
51170,0.74083312
51480,0.209592444
51485,0.272294523
51489,0.706228549
51812,0.730196159
51818,0.20418674
52466,0.689681635
52473,0.719110528
52794,0.193521977
53757,0.178382674
53763,0.561428801
54390,0.085444921
54396,0.517723107
55038,0.079235807
55359,0.739683983
55364,0.334559463
55671,0.170078505
50851,0.51710942
50856,0.30631676
50861,0.109599915
51180,0.213912773
51502,0.508489737
51506,0.653857887
51509,0.123690553
51512,0.552008906
66120,0.539348361
66129,0.192716044
61662,0.755619241
62622,0.518100836
62623,0.074648733
62949,0.74353293
63583,0.737966481
32788,0.202223548
32461,0.276749112
32468,0.073300188
32814,0.088960494
32487,0.493188974
32511,0.075115357
32829,0.532612203
32831,0.076644077
32524,0.063695094
32540,0.51710942
32553,0.079799648
32563,0.518100836
32596,0.51710942
32619,0.594869285
32654,0.114698044
32355,0.549618849
32362,0.092066586
32370,0.339290033
32690,0.73621924
32389,0.7551085
32710,0.111774218
32415,0.732852717
33047,0.085122979
33053,0.686042512
33361,0.116218921
33068,0.150671763
33075,0.132093441
33398,0.287777906
33093,0.086330929
33097,0.395828401
33418,0.464748735
33521,0.071159091
33538,0.711306876
33119,0.334559463
33133,0.527375361
33137,0.478298011
33146,0.099093617
33152,0.334559463
33185,0.226473131
33213,0.067311778
33506,0.176993122
33507,0.552430334
33228,0.092375264
33250,0.160923926
41847,0.442602813
41858,0.142489512
41859,0.385845664
77860,0.514189948
78819,0.150917812
79142,0.455048586
79785,0.690376024
80753,0.465483743
81061,0.071850732
81079,0.1981817
76615,0.08475589
76932,0.081859489
76933,0.097004798
76936,0.059494909
76937,0.194004271
77241,0.094850189
77245,0.208912691
77253,0.530678282
77257,0.069740849
78206,0.447625411
78217,0.429328657
78840,0.077411074
78842,0.687420581
78850,0.111984975
79483,0.655211684
79810,0.211122174
79817,0.159629465
80124,0.424737122
80133,0.740086849
80445,0.167680696
81418,0.73515841
76631,0.162660124
76636,0.186626961
76940,0.071058513
77277,0.084343397
2278,0.166656885
2584,0.517723107
2318,0.501448054
2624,0.463205442
2324,0.426657126
2329,0.085529017
2648,0.465609371
2041,0.178786077
2078,0.284909165
2389,0.081257159
2393,0.076307625
2096,0.513726469
2097,0.143568915
2105,0.106561104
2420,0.163206419
2427,0.431890235
2445,0.468541126
2450,0.545299842
2453,0.10379279
2155,0.467057424
2473,0.581981816
2478,0.284021036
2171,0.53691566
2481,0.072497934
2851,0.465179527
2855,0.422872672
3173,0.158819853
3281,0.561302389
3294,0.643445647
3298,0.354628388
2888,0.157091117
2900,0.518100836
2903,0.52210648
2913,0.651185465
3206,0.141571322
3220,0.230216113
3223,0.09711148
3255,0.198976578
2963,0.373614438
2968,0.072658964
2711,0.486940408
2715,0.116561508
3024,0.063389194
2730,0.517723107
3051,0.07663077
2751,0.269660007
2753,0.74724262
3064,0.124906113
2770,0.250326365
2787,0.30498761
3114,0.076792386
3451,0.552430334
12640,0.493996216
12326,0.111538516
12686,0.227901674
12696,0.639735626
12699,0.502891005
12712,0.533041085
12412,0.599363727
12724,0.509321318
12121,0.410595615
12445,0.065438648
12166,0.073691982
12489,0.324050667
12181,0.198766048
12191,0.067206554
12503,0.504461943
12517,0.749060786
12557,0.07336818
12245,0.51710942
12254,0.108849278
12562,0.163077299
12574,0.067727701
12899,0.067285998
13205,0.670702625
13209,0.328145893
12910,0.076212175
12912,0.120111773
12916,0.188874882
13228,0.610091912
12924,0.539448773
12934,0.51710942
12940,0.755190777
13374,0.382129299
13268,0.162490574
12990,0.385375382
13294,0.236748279
13300,0.197267371
13032,0.238892268
13038,0.396648326
13330,0.63035766
13043,0.753907476
13349,0.111751158
13355,0.491256299
13073,0.067799327
12761,0.518100836
12775,0.61463534
13080,0.412202378
13087,0.479009501
13089,0.119521392
12787,0.114978764
12792,0.077310021
12799,0.073600619
13105,0.752302374
13112,0.234447398
12804,0.434310964
12813,0.375104888
12817,0.086649092
12818,0.133164228
13120,0.066986665
12827,0.186536109
13155,0.484400108
13163,0.475605135
22345,0.745266425
22385,0.058703189
22834,0.730196159
22424,0.483787447
22741,0.604156522
22752,0.370203698
22756,0.629268205
22448,0.735889081
22451,0.538271782
32421,0.74865513
32763,0.054488061
22766,0.756235668
22788,0.517723107
22800,0.483363984
22512,0.214871069
22519,0.215341389
22520,0.107360173
22529,0.380068977
22221,0.449996339
22227,0.107514592
22229,0.260907141
22235,0.334559463
22572,0.518100836
22581,0.335517589
22583,0.177956068
22292,0.491360746
22299,0.069654575
22325,0.334559463
22338,0.53037253
22965,0.223190605
23307,0.533203334
23313,0.084132554
22999,0.492216859
23004,0.373406289
23337,0.579083022
23450,0.436428922
23052,0.408504554
23057,0.266956243
23345,0.071800973
23060,0.552683183
23076,0.070371341
23360,0.334559463
23367,0.49284041
23097,0.589325895
23105,0.087301682
23402,0.276391171
23437,0.385647704
23144,0.731026034
23155,0.054193212
22840,0.552430334
23164,0.184627378
22875,0.603226211
23183,0.055492153
23185,0.203812273
23190,0.552430334
23192,0.52978346
22888,0.196360291
31763,0.51710942
32747,0.417876354
32756,0.518100836
73605,0.379863421
73612,0.533496865
74239,0.673040916
74570,0.498032423
74880,0.192553154
74883,0.310496728
74893,0.239552431
74896,0.065772821
75204,0.318835986
75215,0.710210041
75517,0.196852513
64710,0.115988172
65336,0.345474122
65656,0.51710942
61200,0.076115266
61207,0.334559463
61523,0.212763332
61529,0.319281104
62157,0.570152916
62158,0.757008943
62162,0.253720978
62479,0.679111301
62812,0.757008943
63113,0.569001835
63117,0.755190777
63129,0.677161665
63441,0.750118881
63755,0.225304221
63771,0.263334975
63772,0.744482124
64405,0.606663547
64713,0.727995602
65047,0.518100836
65359,0.382082991
65369,0.732359533
65372,0.088984503
65675,0.504921652
65689,0.681259208
65690,0.336899732
66000,0.34590468
61214,0.208961128
61220,0.313678286
61229,0.547151971
61857,0.457622783
61861,0.641903998
61867,0.518100836
62497,0.125310174
63141,0.408837665
72943,0.695868929
72951,0.067335753
73259,0.172202901
73593,0.0856028
74234,0.087298089
74538,0.517723107
74546,0.101788124
75180,0.472893374
75191,0.581380958
75194,0.552430334
75503,0.117322714
75506,0.080295733
75819,0.635112749
76141,0.745677524
76151,0.095155814
71358,0.180048775
71369,0.719384871
71685,0.214199346
71689,0.732415384
72000,0.184522097
72329,0.114147742
72649,0.299096441
73280,0.431685573
73282,0.552430334
73283,0.667847557
73295,0.093957994
69957,0.238094836
70289,0.109205773
70292,0.471051896
70602,0.537428441
70611,0.674142519
70914,0.270096945
60423,0.69604106
61066,0.374808008
61297,0.070033115
61618,0.119998191
61935,0.540483068
61938,0.104409654
62262,0.093590554
62578,0.570921383
62587,0.461257166
62895,0.175296718
62901,0.121578686
63546,0.529144278
63860,0.706167497
63861,0.375336385
64503,0.120893762
64508,0.279404982
65145,0.704739673
65146,0.517723107
65454,0.075718466
65784,0.355207436
65788,0.077544234
66103,0.081373127
66113,0.190550424
61321,0.30618896
62280,0.074402745
62913,0.662855463
63567,0.51710942
63879,0.100830443
64210,0.727061835
64840,0.51710942
65172,0.481033621
70582,0.433551829
70593,0.733612416
70897,0.119294713
70900,0.518573049
70903,0.546350901
70908,0.154099461
71233,0.259410286
66434,0.122412099
66439,0.647777031
66441,0.518100836
66763,0.351889394
67085,0.649233159
67732,0.334559463
68042,0.448154269
68354,0.26582332
68370,0.735713164
68677,0.128907923
68679,0.452013134
68681,0.079392693
69321,0.475451446
69641,0.522586097
69642,0.280737638
69646,0.619057306
69652,0.495348989
69653,0.468815269
13197,0.075218893
13841,0.250877818
13842,0.519866957
13526,0.394894946
13877,0.107966323
13891,0.475912226
13566,0.534968037
13569,0.142502303
13577,0.547136298
13904,0.397580516
13916,0.339668696
13918,0.447973073
13589,0.166170902
14001,0.606361953
14003,0.284798843
14005,0.700930472
13609,0.645163591
13616,0.100727069
13921,0.400807618
13925,0.551993233
13933,0.51710942
13936,0.456724521
13654,0.462920622
13964,0.334559463
13389,0.730877171
13399,0.361711294
13419,0.292525558
13427,0.519759211
13434,0.093138741
13764,0.277376415
13770,0.650702621
13460,0.114342302
13463,0.552430334
13781,0.217657601
13488,0.079223143
13802,0.357312319
13501,0.101140655
13502,0.176882494
13506,0.358625472
13515,0.066232983
14142,0.391621001
14461,0.713766668
14475,0.386674053
14492,0.167772594
14502,0.751827927
14505,0.51710942
14516,0.163246212
14228,0.578860924
14233,0.552430334
14523,0.129637469
14541,0.58850177
14549,0.552430334
14557,0.075064272
14268,0.724674348
14280,0.495221138
14302,0.053088497
63902,0.753341757
63907,0.459169932
64224,0.207251666
65181,0.552430334
65503,0.277450188
65832,0.05813322
61675,0.241686523
61681,0.345669511
61688,0.143261201
62012,0.698199086
62330,0.715025434
62638,0.334559463
63275,0.477640803
63921,0.229067796
64242,0.111380899
64569,0.461731985
64570,0.677291248
65518,0.360103821
65838,0.098442955
65844,0.320833309
66157,0.496005023
61377,0.076437767
61389,0.504788675
62337,0.720582645
62352,0.096336954
62661,0.228738899
62671,0.066829496
62990,0.537988706
63311,0.517723107
63949,0.241513959
63950,0.193129163
64262,0.108269708
64575,0.399626172
64576,0.289131637
64899,0.674175761
65542,0.545592588
65543,0.15845652
65547,0.250066591
65551,0.532195863
61089,0.321270363
61403,0.525877047
62033,0.657061599
62035,0.081111034
62041,0.087684873
62354,0.521859778
62687,0.656553332
63320,0.337775154
68017,0.552430334
68018,0.068967695
68022,0.070800395
68338,0.376150305
68351,0.192250722
68655,0.518100836
68982,0.652026054
37581,0.110126459
37584,0.109351504
37591,0.217715999
37593,0.593568748
37619,0.101896771
37922,0.147651503
37647,0.458147289
37648,0.717402113
37658,0.273362602
37340,0.657855596
37344,0.516377988
37664,0.499428824
45657,0.518100836
45983,0.067657806
45990,0.087306646
46312,0.161927821
46315,0.201099621
46317,0.083268195
46642,0.079137628
46956,0.12057366
46961,0.191692534
47283,0.124276972
47607,0.502411931
47608,0.517723107
48585,0.160587149
48595,0.334559463
48916,0.067864479
49244,0.252091938
49889,0.517723107
49893,0.074106763
49896,0.530948666
50527,0.369448987
50542,0.439932198
45667,0.518100836
46009,0.552430334
46338,0.540235
46652,0.518100836
46653,0.622210545
46980,0.106691453
46982,0.086997268
46983,0.072853451
46984,0.757008943
47309,0.123203907
47638,0.242036568
47965,0.552430334
48284,0.334559463
48287,0.340771196
48291,0.465671527
48296,0.528443491
48605,0.083514556
48606,0.514418742
48935,0.414834303
48937,0.10986151
48939,0.547351217
49274,0.389998357
49582,0.160056779
49595,0.725295717
46018,0.518100836
46342,0.403357673
46357,0.518100836
46358,0.202111709
47647,0.51710942
47981,0.066729588
48309,0.74983446
27085,0.20787686
26791,0.144954246
26801,0.430021457
27234,0.711056115
26820,0.334559463
26833,0.517723107
26841,0.518100836
26850,0.115806689
27149,0.517723107
26869,0.705789554
26871,0.161253511
26872,0.517723107
27172,0.307687568
26886,0.066526411
26887,0.28368974
26896,0.262889487
26900,0.665526492
27210,0.122459858
26627,0.382734699
26628,0.105255097
26630,0.432949325
26945,0.552430334
26645,0.120892605
26967,0.09692023
26668,0.098881637
26674,0.740043002
26978,0.070431861
26983,0.076569742
26678,0.207526371
27004,0.125021961
26715,0.755190777
27032,0.552430334
27034,0.206764272
26731,0.095926087
26735,0.287182926
27051,0.307991284
27054,0.640980147
27055,0.551293365
27699,0.195928244
27720,0.755190777
27399,0.088364272
27403,0.074748776
27744,0.073018562
27771,0.173597607
27774,0.503406416
27775,0.51710942
27870,0.452242007
27802,0.34819978
27814,0.755601683
27822,0.723361843
27536,0.464525422
27246,0.084027896
27247,0.071500223
27263,0.543201282
27264,0.110481221
35757,0.518100836
35440,0.240447848
35446,0.114562224
35448,0.552430334
35767,0.196037424
35466,0.051956025
35476,0.085638669
35780,0.517723107
35489,0.547136298
35806,0.08442756
35810,0.1242927
35510,0.75466674
35859,0.113193741
35547,0.506158985
35872,0.211517154
36546,0.453879766
36221,0.518100836
36564,0.518264015
36565,0.357463212
36249,0.517723107
36252,0.349605254
36274,0.122672147
36292,0.335850784
36295,0.075166276
36339,0.453489825
36646,0.06758789
36651,0.473544403
36340,0.068909133
36350,0.210802163
36354,0.492586126
36362,0.100501049
36372,0.117863743
36411,0.518100836
36112,0.143982208
36433,0.51710942
36121,0.083421391
36123,0.101378013
36133,0.457262972
36144,0.135077039
36147,0.461360738
36158,0.404610973
36467,0.293358279
36471,0.543256972
36472,0.701989671
36161,0.517723107
36162,0.38220825
36180,0.551675661
36187,0.752020488
43647,0.130589357
43656,0.165054763
43969,0.485119541
43970,0.068061301
44613,0.12375427
50134,0.51710942
50448,0.355438096
57461,0.728174075
57464,0.385772791
57467,0.518100836
57771,0.408600383
57784,0.390506854
58096,0.55671259
58415,0.379781849
58735,0.195261837
59373,0.105785978
59381,0.402771261
59704,0.51710942
60027,0.562407833
60342,0.101191006
56519,0.079352765
56524,0.721546333
57167,0.060139503
57797,0.334559463
58115,0.226713231
58123,0.702402436
58431,0.746325542
58437,0.754400659
58753,0.076667999
58757,0.429340603
58759,0.543569654
59074,0.234424336
59085,0.54647408
59397,0.19741417
59401,0.159495627
60361,0.083888909
61000,0.75651576
56531,0.518100836
56549,0.545465771
56858,0.341660096
56863,0.334559463
57171,0.699373942
57172,0.134118363
57183,0.378037236
57507,0.528909337
58778,0.481668401
59105,0.240685335
59422,0.166208115
59423,0.085656137
59750,0.58185308
65479,0.622848418
65489,0.070110098
65493,0.495962571
65795,0.51710942
65796,0.083466074
65806,0.208649916
70826,0.366816028
71138,0.648800729
71142,0.522800741
71145,0.417903151
66357,0.138998004
66674,0.133370603
67314,0.466808903
67326,0.494061065
67958,0.07534718
67968,0.192429324
67969,0.540897335
10298,0.559659824
10619,0.473964911
10307,0.1025964
10316,0.149555145
10627,0.266186471
10340,0.346150486
10646,0.519741994
10351,0.619276049
10360,0.154786908
11322,0.07268689
11020,0.524400676
11355,0.462305519
11364,0.102451199
11368,0.552008906
11378,0.173853672
11381,0.659275115
11382,0.095146562
11067,0.521745838
11079,0.087714659
11497,0.059595818
11416,0.406578619
11113,0.548385427
11120,0.125081794
20293,0.518100836
19990,0.416074324
19693,0.425640666
19699,0.420393022
19710,0.241043817
19712,0.166657147
19713,0.496721997
20030,0.075946414
20032,0.21706559
20034,0.347275396
20037,0.253874493
20045,0.611490853
20047,0.06731037
19739,0.476190178
19754,0.109525235
20093,0.204405117
19784,0.244442282
19786,0.547573399
19797,0.189423247
19798,0.080076828
19803,0.212298334
19812,0.185765935
20119,0.232565075
20763,0.057615371
20775,0.632593358
20808,0.308045496
20502,0.198088681
20507,0.411253488
20515,0.512520964
20923,0.577848515
20527,0.387377323
20530,0.076881403
20819,0.730196159
20825,0.559570271
20828,0.472448401
20542,0.07926281
20851,0.668723719
20561,0.069376249
20575,0.231447258
20863,0.547573399
76739,0.07777148
76747,0.51710942
76748,0.203358011
76757,0.518100836
77382,0.757008943
77396,0.10132554
77713,0.156401908
77716,0.077582841
78024,0.45497919
78037,0.073847476
78659,0.085445761
78668,0.184432525
78673,0.098794884
78676,0.233301088
79303,0.743977213
79954,0.075518183
80908,0.326860344
81227,0.740241465
76767,0.083307857
77078,0.095589606
77086,0.755864669
77092,0.060374746
77415,0.58320116
77720,0.757008943
78051,0.7063812
78054,0.756334391
78685,0.630926561
78692,0.607501712
79325,0.230034728
79335,0.552430334
79646,0.593720417
79649,0.756334391
80284,0.065637803
80617,0.145701087
80924,0.517723107
81247,0.702333465
76459,0.108403544
76464,0.085712083
76465,0.162459626
76469,0.636470299
76472,0.552430334
77103,0.092101489
77111,0.416264791
77739,0.564271777
77746,0.551293365
77750,0.071168549
78380,0.678084963
78389,0.192378251
78391,0.193366894
78709,0.518100836
79659,0.082972751
79983,0.573193828
79989,0.072911148
81964,0.077598546
81967,0.333046636
81976,0.674934386
82286,0.167676217
82289,0.710368535
83242,0.425088983
83247,0.228143367
83248,0.620459389
83566,0.194986665
79103,0.116686438
79105,0.214527742
79112,0.627716807
79117,0.285929102
79118,0.334559463
79438,0.434806856
79743,0.181353991
79751,0.670527868
79752,0.080571933
79759,0.103495787
80060,0.45223626
80719,0.122535838
81023,0.748933982
81030,0.611335858
81035,0.205919933
77202,0.073645756
77204,0.068464991
77208,0.397223133
77214,0.126099945
77215,0.069954036
77531,0.632078424
77537,0.257685357
78164,0.605139927
78168,0.575932028
78170,0.505915121
78478,0.518100836
78497,0.743468285
78812,0.517723107
79126,0.091468116
79130,0.28754684
79442,0.518100836
80082,0.746290454
80726,0.068170963
81371,0.18064346
81374,0.115687979
77219,0.465081807
77226,0.073922498
77231,0.350788565
5799,0.747717743
5516,0.225201357
5536,0.534092603
5233,0.51710942
5543,0.127758681
5245,0.517723107
5257,0.115994602
5259,0.218838511
5577,0.116718875
5578,0.068382205
5279,0.606576281
5637,0.182697657
5977,0.069626497
6002,0.071084063
6029,0.460089192
6455,0.071144403
20587,0.359700484
20595,0.213701519
20879,0.752883996
20885,0.687902834
20623,0.539472275
20632,0.333327914
20320,0.43671128
20322,0.238535044
20328,0.068081317
20337,0.518100836
20650,0.273178678
20655,0.665199219
20341,0.51710942
20343,0.286348205
20665,0.088956413
20672,0.188403151
20367,0.674276507
20679,0.525078494
20385,0.208704656
20719,0.076541903
20746,0.525879636
20753,0.517723107
20756,0.43854112
21080,0.597171722
21110,0.273480548
21113,0.131322205
21457,0.156103451
21121,0.657370134
21127,0.082188515
21136,0.348279476
21469,0.077963188
21470,0.077949859
21474,0.51710942
21561,0.423968878
21565,0.100251993
21570,0.746958845
30326,0.517723107
30056,0.535975136
30370,0.517723107
30372,0.111138929
30066,0.518100836
30068,0.428380775
30076,0.754697593
29769,0.081946586
29774,0.197045706
30095,0.527318572
29779,0.274490971
29788,0.51710942
29793,0.08619958
30113,0.518100836
29808,0.076232834
29811,0.741218066
29823,0.754400659
29836,0.160455265
30138,0.102857819
30139,0.108813759
30157,0.087227925
30173,0.116391735
30178,0.334559463
29883,0.386071734
30519,0.067397094
30527,0.207671755
30537,0.08724691
30847,0.28850217
30849,0.068134071
30546,0.44303075
30572,0.070227819
30889,0.074673814
30897,0.706115426
60206,0.503133282
60833,0.367892748
60843,0.553757849
56069,0.071056317
56371,0.518100836
56385,0.648975087
57015,0.51710942
57026,0.334559463
57336,0.517723107
57350,0.180969964
57973,0.183274806
58300,0.504171678
58615,0.10751245
58625,0.127551831
59262,0.622587789
59270,0.74841201
59894,0.368993753
59901,0.067361036
60224,0.51710942
56406,0.287057822
56407,0.102055886
56726,0.605244056
57046,0.239329434
57684,0.518100836
58323,0.552430334
58644,0.307700294
58953,0.103815295
58968,0.434271727
58970,0.310252263
59289,0.071259378
59601,0.550870951
59926,0.326915213
60243,0.51710942
60551,0.729185531
71005,0.072845103
71006,0.120223837
66545,0.703373104
66859,0.217872227
67174,0.113613352
67187,0.220171366
67188,0.457317649
67506,0.518100836
67820,0.573672713
67828,0.746452502
68143,0.717626318
68461,0.082947955
68469,0.75471564
68470,0.463951753
70059,0.263080664
70062,0.655223154
70064,0.550723515
70380,0.674459857
70389,0.292569942
70702,0.182846834
27996,0.540444839
28316,0.073178529
28638,0.082641035
28656,0.181549853
28987,0.07487029
28686,0.150923546
29021,0.518100836
28699,0.740014577
29129,0.067068094
29133,0.233397738
28720,0.701857532
28750,0.534176308
29074,0.331096216
28770,0.216823907
29083,0.135431426
29089,0.069913716
28779,0.384266797
28794,0.51710942
29113,0.755159923
28798,0.431285398
28808,0.087652947
28503,0.475522479
28828,0.238977197
37684,0.072730425
37689,0.552430334
37384,0.51710942
37390,0.082675413
37392,0.459534394
37700,0.110606634
37710,0.378883132
37720,0.7554747
37721,0.222022367
37728,0.21877852
37424,0.538979021
37427,0.326900816
37430,0.084401968
37749,0.517723107
37755,0.111681692
37444,0.09087432
37452,0.253522883
37774,0.51710942
38403,0.461604292
38112,0.074714382
38434,0.717137146
38449,0.191139606
38159,0.088863838
38581,0.689323281
38173,0.090620204
38463,0.515612711
38471,0.51710942
38472,0.086083094
38190,0.110754915
38196,0.161290137
38492,0.199378663
38501,0.092194568
38205,0.569724396
38214,0.092325046
38516,0.51710942
38259,0.067447065
38549,0.438190526
38557,0.253597236
38561,0.104821338
37973,0.74163231
8937,0.56575827
8938,0.171491015
8640,0.500943781
8941,0.254476422
8944,0.249672454
8946,0.081643292
8659,0.399938936
8665,0.727145716
8370,0.508792181
8700,0.124275661
8713,0.134024319
8409,0.599812743
8410,0.395475266
8736,0.659992744
8742,0.258416446
8747,0.079276444
17603,0.629682424
17611,0.550055949
17929,0.518100836
17940,0.754400659
18278,0.517723107
18279,0.172583339
18292,0.106824156
17994,0.250790969
18016,0.42914988
18299,0.075935884
18023,0.552430334
18034,0.071983684
18337,0.435068018
18344,0.244435342
18357,0.426479615
18066,0.077599695
18067,0.51710942
18072,0.739207419
18371,0.109231842
18380,0.552430334
18394,0.185677629
18106,0.645287676
17827,0.518100836
18140,0.067583749
18141,0.51710942
17841,0.748520215
17851,0.094393448
17872,0.517723107
17886,0.071662183
18223,0.447233327
18892,0.074030452
18894,0.105655501
18571,0.274778572
18575,0.441669736
18904,0.31271572
18579,0.116001008
18587,0.151741191
18601,0.327996777
18602,0.096270265
18605,0.277962973
18610,0.518100836
63423,0.517723107
63433,0.111632186
63750,0.334088923
54840,0.340672373
55151,0.125315765
55162,0.412453476
55790,0.286542937
50972,0.066113717
51627,0.518100836
51637,0.099565863
51954,0.526363688
52605,0.647656681
52931,0.11193431
53261,0.600965457
53571,0.518100836
53580,0.729569762
54545,0.552430334
54869,0.587809898
55188,0.088264153
55499,0.518100836
55812,0.061130464
55828,0.513680924
65942,0.380028831
65945,0.37457396
61477,0.755841208
61485,0.517723107
61802,0.675476314
61808,0.472053177
62118,0.746914589
62123,0.085063695
62442,0.334559463
62452,0.736766627
62768,0.118177166
62770,0.099083712
63090,0.072603953
63395,0.334559463
63400,0.119448071
63716,0.63424807
64047,0.320583017
64678,0.184230917
65011,0.517723107
65956,0.678418198
65963,0.071293809
65970,0.2580775
61186,0.166231142
61503,0.757008943
61512,0.554545134
62143,0.511556371
62152,0.170995613
62456,0.108310582
62457,0.717874672
62774,0.389303258
62781,0.552430334
62786,0.156072906
63101,0.069951953
63104,0.757008943
63110,0.51710942
63111,0.077070051
72922,0.073813367
72926,0.407900817
62420,0.756552125
62430,0.746749437
62744,0.518100836
62750,0.447938454
64021,0.517723107
64029,0.07057795
64032,0.092209354
64338,0.166000367
64351,0.552430334
64662,0.089659961
64986,0.484200488
64991,0.552430334
65302,0.199705149
75427,0.526362832
75740,0.1360323
71280,0.703392541
71607,0.079766875
71614,0.51710942
72235,0.065039863
72572,0.755500927
74164,0.334559463
74483,0.533704697
74491,0.518100836
